name,company,street,postcode,city,country,capacity,energy_source,technology,chp,commissioned,type,lat,lon,eic_code,energy_source_level_1,energy_source_level_2,energy_source_level_3,additional_info,comment,source
CHASTANG,,,,,FR,293,Hydro,Run-of-river,,,,45.15185,2.00985,17W100P100P0302T,"Renewable energy",Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
COUESQUE,,,,,FR,119,Hydro,Run-of-river,,,,44.69609,2.58555,17W100P100P0313O,"Renewable energy",Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"DONZERE MONDRAGON",,,,,FR,348,Hydro,Run-of-river,,1952,,44.30368,4.74217,17W100P100P0324J,"Renewable energy",Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
FESSENHEIM,,,,,FR,175,Hydro,Run-of-river,,,,47.91466,7.57067,17W100P100P0303R,"Renewable energy",Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
FR_LA-MAREGES-P,,,,,FR,150,Hydro,Run-of-river,,2018,,,,,"Renewable energy",Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
FR_LA-STPIERRE-P,,,,,FR,122,Hydro,Run-of-river,,2018,,,,,"Renewable energy",Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
GENISSIAT,,,,,FR,420,Hydro,Run-of-river,,1948,,46.05271,5.81285,17W100P100P0319C,"Renewable energy",Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
GERSTHEIM,,,,,FR,140.5,Hydro,Run-of-river,,,,48.40385,7.72775,17W100P100P0310U,"Renewable energy",Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
HERMILLON,,,,,FR,115.6,Hydro,Run-of-river,,,,45.28424,6.35799,17W100P100P0314M,"Renewable energy",Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
KEMBS,,,,,FR,162.1,Hydro,Run-of-river,,2016,,47.65534,7.51959,17W100P100P0307J,"Renewable energy",Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
MARCKOLSHEIM,,,,,FR,156.2,Hydro,Run-of-river,,,,48.15371,7.5898,17W100P100P0305N,"Renewable energy",Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
MONTELIMAR,,,,,FR,295,Hydro,Run-of-river,,1957,,44.59281,4.72593,17W100P100P0323L,"Renewable energy",Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
OTTMARSHEIM,,,,,FR,156,Hydro,Run-of-river,,,,47.77399,7.52246,17W100P100P0306L,"Renewable energy",Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
PASSY,,,,,FR,104,Hydro,Run-of-river,,,,45.91642,6.72592,17W100P100P0316I,"Renewable energy",Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
RANDENS,,,,,FR,124.2,Hydro,Run-of-river,,,,45.52711,6.31996,17W100P100P0312Q,"Renewable energy",Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
RHINAU,,,,,FR,152,Hydro,Run-of-river,,2016,,48.28412,7.67728,17W100P100P0304P,"Renewable energy",Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"SAINT PIERRE COGNET",,,,,FR,101,Hydro,Run-of-river,,,,44.87249,5.77319,17W100P100P0317G,"Renewable energy",Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
SAUSSAZ,,,,,FR,145.4,Hydro,Run-of-river,,,,45.20992,6.47663,17W100P100P0309F,"Renewable energy",Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
STRASBOURG,,,,,FR,147.8,Hydro,Run-of-river,,2016,,48.52561,7.79456,17W100P100P0308H,"Renewable energy",Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
VALLABREGUES,,,,,FR,210,Hydro,Run-of-river,,1970,,43.82415,4.64349,17W100P100P0327D,"Renewable energy",Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
VOGELGRUN,,,,,FR,140.5,Hydro,Run-of-river,,,,48.0203,7.57393,17W100P100P0311S,"Renewable energy",Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
AIGLE,,,,,FR,360,Hydro,Reservoir,,,,45.24373,2.22483,17W100P100P0279Z,"Renewable energy",Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
BATHIE,,,,,FR,592,Hydro,Reservoir,,2018,,45.68545,6.62249,17W100P100P0280D,"Renewable energy",Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
BORT,,,,,FR,235,Hydro,Reservoir,,,,45.41269,2.49862,17W100P100P0281B,"Renewable energy",Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
BROMMAT,,,,,FR,406,Hydro,Reservoir,,,,44.76793,2.68415,17W100P100P02829,"Renewable energy",Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"COMBE D'AVRIEUX",,,,,FR,123,Hydro,Reservoir,,,,45.21348,6.72053,17W100P100P02837,"Renewable energy",Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
CURBANS,,,,,FR,139,Hydro,Reservoir,,,,44.42078,6.02016,17W100P100P02845,"Renewable energy",Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
MALGOVERT,,,,,FR,297,Hydro,Reservoir,,,,45.61787,6.79074,17W100P100P02853,"Renewable energy",Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
MONTEYNARD,,,,,FR,366,Hydro,Reservoir,,,,44.96118,5.68874,17W100P100P02861,"Renewable energy",Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
MONTPEZAT,,,,,FR,131.8,Hydro,Reservoir,,,,44.69026,4.27215,17W100B100P0287S,"Renewable energy",Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
ORAISON,,,,,FR,187,Hydro,Reservoir,,,,43.92101,5.92438,17W100P100P0288Y,"Renewable energy",Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"PIED DE BORNE",,,,,FR,109.4,Hydro,Reservoir,,,,44.47198,3.98867,17W100P100P0289W,"Renewable energy",Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
POUGET,,,,,FR,446.9,Hydro,Reservoir,,,,43.65604,3.40178,17W100P100P0290A,"Renewable energy",Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
PRAGNERES,,,,,FR,189.2,Hydro,Reservoir,,,,42.8211,0.01033,17W100P100P02918,"Renewable energy",Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"SAINT CHAMAS",,,,,FR,159,Hydro,Reservoir,,,,43.52741,5.07342,17W100P100P0296Z,"Renewable energy",Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"SAINT ESTEVE",,,,,FR,141,Hydro,Reservoir,,,,43.69049,5.38489,17W100P100P0298V,"Renewable energy",Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"SAINT GUILLERME",,,,,FR,116,Hydro,Reservoir,,,,45.03048,6.07914,17W100P100P0299T,"Renewable energy",Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"SAINTE CROIX",,,,,FR,132.3,Hydro,Reservoir,,,,43.73687,6.13423,17W100P100P0297X,"Renewable energy",Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
SARRANS,,,,,FR,183,Hydro,Reservoir,,,,44.82942,2.74042,17W100P100P02934,"Renewable energy",Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"SERRE PONCON",,,,,FR,384,Hydro,Reservoir,,,,44.47095,6.26967,17W100P100P02926,"Renewable energy",Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
SISTERON,,,,,FR,240,Hydro,Reservoir,,2017,,44.17517,5.95215,17W100P100P02942,"Renewable energy",Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"ST ETIENNE CANTALES",,,,,FR,103.3,Hydro,Reservoir,,2016,,44.94516,2.21906,17W100P100P02950,"Renewable energy",Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
VILLARODIN,,,,,FR,357,Hydro,Reservoir,,,,45.21466,6.71208,17W100P100P0300X,"Renewable energy",Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
VOUGLANS,,,,,FR,285,Hydro,Reservoir,,,,46.39734,5.66556,17W100P100P0301V,"Renewable energy",Hydro,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"BELLEVILLE 1",,,,,FR,1310,Nuclear,"Steam turbine",,,,47.50879,2.87574,17W100P100P01857,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"BELLEVILLE 2",,,,,FR,1310,Nuclear,"Steam turbine",,,,47.50879,2.87574,17W100P100P01865,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"BLAYAIS 1",,,,,FR,910,Nuclear,"Steam turbine",,,,45.25742,-0.69065,17W100P100P01776,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"BLAYAIS 2",,,,,FR,910,Nuclear,"Steam turbine",,,,45.25742,-0.69065,17W100P100P01784,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"BLAYAIS 3",,,,,FR,910,Nuclear,"Steam turbine",,,,45.25742,-0.69065,17W100P100P01792,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"BLAYAIS 4",,,,,FR,910,Nuclear,"Steam turbine",,,,45.25742,-0.69065,17W100P100P0180H,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"BUGEY 2",,,,,FR,910,Nuclear,"Steam turbine",,,,45.80141,5.26614,17W100P100P0181F,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"BUGEY 3",,,,,FR,910,Nuclear,"Steam turbine",,,,45.80141,5.26614,17W100P100P0182D,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"BUGEY 4",,,,,FR,880,Nuclear,"Steam turbine",,,,45.80141,5.26614,17W100P100P0183B,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"BUGEY 5",,,,,FR,880,Nuclear,"Steam turbine",,,,45.80141,5.26614,17W100P100P01849,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"CATTENOM 1",,,,,FR,1300,Nuclear,"Steam turbine",,,,49.41579,6.2181,17W100P100P01873,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"CATTENOM 2",,,,,FR,1300,Nuclear,"Steam turbine",,,,49.41579,6.2181,17W100P100P01881,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"CATTENOM 3",,,,,FR,1300,Nuclear,"Steam turbine",,,,49.41579,6.2181,17W100B100P0189S,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"CATTENOM 4",,,,,FR,1300,Nuclear,"Steam turbine",,,,49.41579,6.2181,17W100P100P0190E,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"CHINON 1",,,,,FR,905,Nuclear,"Steam turbine",,,,47.22856,0.16824,17W100P100P0191C,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"CHINON 2",,,,,FR,905,Nuclear,"Steam turbine",,,,47.22856,0.16824,17W100P100P0192A,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"CHINON 3",,,,,FR,905,Nuclear,"Steam turbine",,,,47.22856,0.16824,17W100P100P01938,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"CHINON 4",,,,,FR,905,Nuclear,"Steam turbine",,,,47.22856,0.16824,17W100P100P01946,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"CHOOZ 1",,,,,FR,1500,Nuclear,"Steam turbine",,,,50.09136,4.79242,17W100P100P01954,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"CHOOZ 2",,,,,FR,1500,Nuclear,"Steam turbine",,,,50.09136,4.79242,17W100P100P01962,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"CIVAUX 1",,,,,FR,1495,Nuclear,"Steam turbine",,,,46.45614,0.6524,17W100P100P01970,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"CIVAUX 2",,,,,FR,1495,Nuclear,"Steam turbine",,,,46.45614,0.6524,17W100P100P0198Z,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"CRUAS 1",,,,,FR,915,Nuclear,"Steam turbine",,,,44.63251,4.75105,17W100P100P0199X,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"CRUAS 2",,,,,FR,915,Nuclear,"Steam turbine",,,,44.63251,4.75105,17W100P100P02000,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"CRUAS 3",,,,,FR,915,Nuclear,"Steam turbine",,,,44.63251,4.75105,17W100P100P0201Z,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"CRUAS 4",,,,,FR,915,Nuclear,"Steam turbine",,,,44.63251,4.75105,17W100P100P0202X,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"DAMPIERRE 1",,,,,FR,890,Nuclear,"Steam turbine",,,,47.73252,2.51772,17W100P100P0203V,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"DAMPIERRE 2",,,,,FR,890,Nuclear,"Steam turbine",,,,47.73252,2.51772,17W100P100P0204T,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"DAMPIERRE 3",,,,,FR,890,Nuclear,"Steam turbine",,,,47.73252,2.51772,17W100P100P0205R,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"DAMPIERRE 4",,,,,FR,890,Nuclear,"Steam turbine",,,,47.73252,2.51772,17W100P100P0206P,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"FESSENHEIM 1",,,,,FR,880,Nuclear,"Steam turbine",,,,47.90303,7.56308,17W100P100P0207N,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"FESSENHEIM 2",,,,,FR,880,Nuclear,"Steam turbine",,,,47.90303,7.56308,17W100P100P0208L,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"FLAMANVILLE 1",,,,,FR,1330,Nuclear,"Steam turbine",,,,49.53671,-1.88229,17W100P100P0209J,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"FLAMANVILLE 2",,,,,FR,1330,Nuclear,"Steam turbine",,,,49.53671,-1.88229,17W100P100P0210Y,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"GOLFECH 1",,,,,FR,1310,Nuclear,"Steam turbine",,,,44.10479,0.84606,17W100P100P0211W,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"GOLFECH 2",,,,,FR,1310,Nuclear,"Steam turbine",,,,44.10479,0.84606,17W100P100P0212U,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"GRAVELINES 1",,,,,FR,910,Nuclear,"Steam turbine",,,,51.01267,2.13956,17W100P100P0213S,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"GRAVELINES 2",,,,,FR,910,Nuclear,"Steam turbine",,,,51.01267,2.13956,17W100P100P0214Q,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"GRAVELINES 3",,,,,FR,910,Nuclear,"Steam turbine",,,,51.01267,2.13956,17W100P100P0215O,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"GRAVELINES 4",,,,,FR,910,Nuclear,"Steam turbine",,,,51.01267,2.13956,17W100P100P0216M,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"GRAVELINES 5",,,,,FR,910,Nuclear,"Steam turbine",,,,51.01267,2.13956,17W100P100P0217K,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"GRAVELINES 6",,,,,FR,910,Nuclear,"Steam turbine",,,,51.01267,2.13956,17W100P100P0218I,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"NOGENT 1",,,,,FR,1310,Nuclear,"Steam turbine",,,,48.5153,3.51776,17W100P100P0219G,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"NOGENT 2",,,,,FR,1310,Nuclear,"Steam turbine",,,,48.5153,3.51776,17W100P100P0220V,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"PALUEL 1",,,,,FR,1330,Nuclear,"Steam turbine",,,,49.85838,0.63449,17W100P100P0221T,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"PALUEL 2",,,,,FR,1330,Nuclear,"Steam turbine",,,,49.85838,0.63449,17W100P100P0222R,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"PALUEL 3",,,,,FR,1330,Nuclear,"Steam turbine",,,,49.85838,0.63449,17W100P100P0223P,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"PALUEL 4",,,,,FR,1330,Nuclear,"Steam turbine",,,,49.85838,0.63449,17W100P100P0224N,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"PENLY 1",,,,,FR,1330,Nuclear,"Steam turbine",,,,49.97599,1.21025,17W100P100P0225L,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"PENLY 2",,,,,FR,1330,Nuclear,"Steam turbine",,,,49.97599,1.21025,17W100P100P0226J,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"ST ALBAN 1",,,,,FR,1335,Nuclear,"Steam turbine",,,,45.40523,4.75527,17W100P100P0227H,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"ST ALBAN 2",,,,,FR,1335,Nuclear,"Steam turbine",,,,45.40523,4.75527,17W100P100P0228F,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"ST LAURENT 1",,,,,FR,915,Nuclear,"Steam turbine",,,,47.72006,1.58009,17W100P100P0229D,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
"ST LAURENT 2",,,,,FR,915,Nuclear,"Steam turbine",,,,47.72006,1.58009,17W100P100P0230S,Nuclear,,,,,https://www.services-rte.com/en/view-data-published-by-rte/production-installed-capacity.html
